ticket_id,ticket_text,category,priority,source_channel
98157,Please help - Password reset link expired or is invalid.,Account Access,Low,Phone
98158,Urgent: Application crashes whenever I try to loading charts.,Technical Support,High,Email
98159,My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
98160,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Phone
98161,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
98162,My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Email
98163,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Medium,Phone
98164,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,High,Phone
98165,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Medium,Phone
98166,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
98167,Urgent: Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Chat
98168,"Hello, Why is there an unexpected charge on my statement this month?",Billing,Medium,Phone
98169,"Hi team, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Email
98170,"Hello, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Email
98171,Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Phone
98172,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
98173,"Hello, Need a copy of invoice #6903 for our company accounts.",Billing,High,Phone
98174,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Email
98175,Regarding my account: Password reset link expired or is invalid.,Account Access,High,Email
98176,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Phone
98177,Please help - Password reset link expired or is invalid.,Account Access,Low,Email
98178,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Low,Chat
98179,Urgent: Password reset link expired or is invalid.,Account Access,High,Chat
98180,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Low,Phone
98181,"Regarding my account: Terrible experience, your customer support agent completely ignored my issue.",Complaint,High,Email
98182,"Hi team, Application crashes whenever I try to loading charts.",Technical Support,High,Email
98183,Please help - Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,Medium,Phone
98184,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Web Portal
98185,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Email
98186,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Web Portal
98187,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,High,Email
98188,I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
98189,Please help - How do I close my account? I cannot find the option in the portal.,Cancellation,Low,Phone
98190,"Hello, Why is there an unexpected charge on my statement this month?",Billing,High,Email
98191,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
98192,Extremely disappointed with the unannounced price hike.,Complaint,Medium,Chat
98193,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,High,Phone
98194,Unable to update billing details in the payment gateway settings.,Billing,Low,Chat
98195,I was double charged for my monthly subscription fee.,Billing,High,Web Portal
98196,I want to terminate my membership and delete all stored personal data.,Cancellation,Low,Email
98197,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
98198,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Chat
98199,"Hi team, Critical error: NullPointerException unhandled exception on the dashboard.",Technical Support,High,Email
98200,Regarding my account: Production server is throwing 403 Forbidden errors during exporting reports.,Technical Support,High,Phone
98201,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
98202,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Phone
98203,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Web Portal
98204,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Low,Phone
98205,The service availability falls way short of the promised uptime SLA.,Complaint,High,Phone
98206,Regarding my account: Production server is throwing Timeout Exception errors during exporting reports.,Technical Support,Low,Web Portal
98207,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Medium,Web Portal
98208,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Web Portal
98209,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,Low,Phone
98210,"Hi team, Downgrade our team's corporate subscription to the free tier.",Cancellation,Low,Web Portal
98211,"Hi team, Production server is throwing Timeout Exception errors during saving data.",Technical Support,Medium,Email
98212,"Hello, Terrible experience, your customer support agent completely ignored my issue.",Complaint,High,Chat
98213,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,High,Phone
98214,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Medium,Email
98215,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Chat
98216,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
98217,"Hello, Downgrade our team's corporate subscription to the free tier.",Cancellation,Low,Email
98218,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Chat
98219,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Phone
98220,"Urgent: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Phone
98221,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
98222,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Email
98223,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Chat
98224,"Please help - Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Web Portal
98225,Urgent: Need to transfer master ownership of the workspace to another admin.,Account Access,High,Chat
98226,"Hello, Application crashes whenever I try to saving data.",Technical Support,Medium,Phone
98227,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
98228,How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
98229,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Email
98230,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
98231,Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Email
98232,Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Phone
98233,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Email
98234,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Chat
98235,Urgent: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
98236,Extremely disappointed with the unannounced price hike.,Complaint,High,Phone
98237,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,High,Email
98238,Please help - My corporate credit card was declined but funds are showing as locked.,Billing,Low,Email
98239,"Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
98240,Urgent: Unable to update billing details in the payment gateway settings.,Billing,High,Web Portal
98241,I was double charged for my monthly subscription fee.,Billing,High,Email
98242,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Phone
98243,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Phone
98244,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Web Portal
98245,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,Low,Web Portal
98246,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Email
98247,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,High,Email
98248,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Chat
98249,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,High,Phone
98250,Urgent: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Web Portal
98251,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
98252,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
98253,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
98254,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Email
98255,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Web Portal
98256,Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Email
98257,Please help - My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Phone
98258,"Hello, Application crashes whenever I try to opening settings.",Technical Support,Low,Email
98259,Regarding my account: Why is there an unexpected charge on my statement this month?,Billing,Low,Email
98260,Please help - My corporate credit card was declined but funds are showing as locked.,Billing,Low,Chat
98261,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,High,Chat
98262,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Phone
98263,Please help - Application crashes whenever I try to loading charts.,Technical Support,Medium,Chat
98264,"Hi team, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Chat
98265,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Medium,Email
98266,How do I close my account? I cannot find the option in the portal.,Cancellation,Low,Email
98267,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Phone
98268,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
98269,My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Email
98270,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
98271,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,High,Email
98272,Regarding my account: Need a copy of invoice #5684 for our company accounts.,Billing,High,Email
98273,Please help - Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Email
98274,Please help - Unable to update billing details in the payment gateway settings.,Billing,Low,Email
98275,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Low,Chat
98276,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Web Portal
98277,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Chat
98278,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Chat
98279,Please help - Need a copy of invoice #5044 for our company accounts.,Billing,Low,Phone
98280,Urgent: I was double charged for my monthly subscription fee.,Billing,Medium,Phone
98281,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Medium,Phone
98282,Please help - Requesting a refund for accidental renewal of the license tier.,Billing,High,Phone
98283,Unable to update billing details in the payment gateway settings.,Billing,High,Email
98284,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Phone
98285,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
98286,"Please help - Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
98287,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
98288,Please help - Unable to update billing details in the payment gateway settings.,Billing,Medium,Web Portal
98289,Please help - Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
98290,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,High,Chat
98291,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
98292,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Low,Chat
98293,API webhook integration is failing to sync payload data.,Technical Support,High,Chat
98294,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Web Portal
98295,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
98296,Urgent: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,Medium,Chat
98297,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Phone
98298,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Chat
98299,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Web Portal
98300,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Medium,Phone
98301,"Hello, Production server is throwing Timeout Exception errors during exporting reports.",Technical Support,High,Email
98302,"Urgent: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
98303,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,High,Email
98304,Need a copy of invoice #7370 for our company accounts.,Billing,Low,Email
98305,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
98306,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Email
98307,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Chat
98308,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Web Portal
98309,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Email
98310,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Medium,Phone
98311,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Phone
98312,Please help - Password reset link expired or is invalid.,Account Access,Low,Phone
98313,2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Email
98314,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,High,Phone
98315,"Hello, Please cancel my premium subscription immediately.",Cancellation,Medium,Phone
98316,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,Medium,Web Portal
98317,The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
98318,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
98319,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,High,Email
98320,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Email
98321,Please help - My profile shows as deactivated or suspended without notice.,Account Access,High,Chat
98322,"Hi team, Need a copy of invoice #9380 for our company accounts.",Billing,Medium,Phone
98323,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Phone
98324,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Phone
98325,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Email
98326,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
98327,Please cancel my premium subscription immediately.,Cancellation,Medium,Phone
98328,I was double charged for my monthly subscription fee.,Billing,Medium,Phone
98329,Urgent: Unable to update billing details in the payment gateway settings.,Billing,High,Email
98330,Urgent: Why is there an unexpected charge on my statement this month?,Billing,High,Email
98331,Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Chat
98332,"Hello, Need a copy of invoice #9136 for our company accounts.",Billing,Medium,Email
98333,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,Medium,Email
98334,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Web Portal
98335,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Chat
98336,"Hi team, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Phone
98337,"Hi team, Please cancel my premium subscription immediately.",Cancellation,Medium,Phone
98338,"Hi team, Need a copy of invoice #6116 for our company accounts.",Billing,Medium,Phone
98339,"Hello, My profile shows as deactivated or suspended without notice.",Account Access,High,Chat
98340,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
98341,"Hello, I was double charged for my monthly subscription fee.",Billing,Medium,Web Portal
98342,Please help - Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Phone
98343,Please help - Need a copy of invoice #8955 for our company accounts.,Billing,High,Chat
98344,Please help - Password reset link expired or is invalid.,Account Access,Medium,Email
98345,"Hello, My profile shows as deactivated or suspended without notice.",Account Access,Low,Phone
98346,Please help - Please cancel my premium subscription immediately.,Cancellation,Medium,Chat
98347,I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
98348,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Chat
98349,Please help - Production server is throwing 403 Forbidden errors during saving data.,Technical Support,Medium,Phone
98350,"Hi team, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Medium,Chat
98351,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
98352,"Hello, Password reset link expired or is invalid.",Account Access,Low,Phone
98353,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Email
98354,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,High,Chat
98355,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Chat
98356,Please help - The latest update broke the UI layout on mobile view.,Technical Support,Low,Phone
98357,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
98358,Urgent: Where can I find the official developer API reference guides?,General Inquiry,Low,Web Portal
98359,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
98360,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Low,Phone
98361,Regarding my account: Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,Medium,Chat
98362,Please help - Unable to update billing details in the payment gateway settings.,Billing,High,Email
98363,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,High,Email
98364,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
98365,My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Chat
98366,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Phone
98367,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Low,Web Portal
98368,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Medium,Chat
98369,The new features are completely broken and ruining our daily workflows.,Complaint,High,Phone
98370,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Phone
98371,Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,Medium,Chat
98372,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
98373,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Phone
98374,"Hello, Why is there an unexpected charge on my statement this month?",Billing,High,Chat
98375,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Chat
98376,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
98377,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Chat
98378,Please help - Unable to update billing details in the payment gateway settings.,Billing,Medium,Phone
98379,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
98380,Urgent: Password reset link expired or is invalid.,Account Access,High,Email
98381,Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Phone
98382,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,High,Email
98383,"Hi team, Downgrade our team's corporate subscription to the free tier.",Cancellation,Medium,Phone
98384,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,High,Email
98385,"Hello, Downgrade our team's corporate subscription to the free tier.",Cancellation,Medium,Phone
98386,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Email
98387,Urgent: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Phone
98388,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,High,Chat
98389,Password reset link expired or is invalid.,Account Access,Medium,Phone
98390,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,High,Email
98391,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
98392,Regarding my account: Password reset link expired or is invalid.,Account Access,Medium,Phone
98393,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Phone
98394,"Hello, Critical error: NullPointerException unhandled exception on the dashboard.",Technical Support,Low,Phone
98395,Urgent: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Email
98396,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Medium,Phone
98397,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Medium,Email
98398,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Phone
98399,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Chat
98400,"Hi team, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Email
98401,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Phone
98402,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
98403,Urgent: I was double charged for my monthly subscription fee.,Billing,High,Email
98404,"Hi team, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Phone
98405,"Hello, The service availability falls way short of the promised uptime SLA.",Complaint,Low,Phone
98406,Urgent: Why is there an unexpected charge on my statement this month?,Billing,High,Email
98407,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
98408,Please help - Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
98409,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Email
98410,Please help - Where can I find the official developer API reference guides?,General Inquiry,Low,Email
98411,"Hello, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Low,Email
98412,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Medium,Web Portal
98413,Please cancel my premium subscription immediately.,Cancellation,Low,Phone
98414,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Low,Email
98415,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,High,Phone
98416,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,Low,Phone
98417,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Low,Email
98418,Urgent: Where can I find the official developer API reference guides?,General Inquiry,Medium,Email
98419,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Chat
98420,"Hello, Application crashes whenever I try to exporting reports.",Technical Support,High,Chat
98421,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,High,Email
98422,Urgent: Please cancel my premium subscription immediately.,Cancellation,Low,Email
98423,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Chat
98424,"Hi team, Application crashes whenever I try to processing checkout.",Technical Support,Low,Phone
98425,"Hi team, Need to transfer master ownership of the workspace to another admin.",Account Access,High,Chat
98426,"Please help - Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Chat
98427,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
98428,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
98429,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Phone
98430,Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Email
98431,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Email
98432,Need to transfer master ownership of the workspace to another admin.,Account Access,High,Email
98433,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Phone
98434,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,High,Email
98435,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
98436,"Hello, Production server is throwing NullPointerException errors during processing checkout.",Technical Support,Medium,Email
98437,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Phone
98438,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Phone
98439,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,High,Email
98440,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,Low,Phone
98441,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
98442,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Web Portal
98443,"Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Web Portal
98444,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Low,Chat
98445,"Hello, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Phone
98446,"Hello, Application crashes whenever I try to opening settings.",Technical Support,Low,Phone
98447,"Hi team, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Email
98448,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
98449,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Web Portal
98450,2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Phone
98451,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
98452,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Email
98453,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Web Portal
98454,Regarding my account: Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,Low,Web Portal
98455,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Medium,Phone
98456,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Chat
98457,"Hello, Downgrade our team's corporate subscription to the free tier.",Cancellation,High,Web Portal
98458,Application crashes whenever I try to processing checkout.,Technical Support,Medium,Email
98459,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
98460,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Email
98461,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,High,Chat
98462,Please help - I was double charged for my monthly subscription fee.,Billing,High,Phone
98463,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Low,Chat
98464,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
98465,Extremely disappointed with the unannounced price hike.,Complaint,Low,Phone
98466,Why is there an unexpected charge on my statement this month?,Billing,Medium,Phone
98467,How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
98468,"Hi team, I was double charged for my monthly subscription fee.",Billing,High,Phone
98469,"Hello, Unable to update billing details in the payment gateway settings.",Billing,Medium,Phone
98470,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Low,Chat
98471,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Chat
98472,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Email
98473,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Email
98474,Need a copy of invoice #5409 for our company accounts.,Billing,Low,Phone
98475,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
98476,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Email
98477,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
98478,"Hello, Password reset link expired or is invalid.",Account Access,High,Chat
98479,Regarding my account: Where can I find the official developer API reference guides?,General Inquiry,Low,Email
98480,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Email
98481,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Phone
98482,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,High,Chat
98483,Please help - Need a copy of invoice #5426 for our company accounts.,Billing,Medium,Phone
98484,Urgent: Production server is throwing 500 Internal Server Error errors during saving data.,Technical Support,Medium,Chat
98485,Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Web Portal
98486,API webhook integration is failing to sync payload data.,Technical Support,High,Email
98487,Please help - Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
98488,Need a copy of invoice #7693 for our company accounts.,Billing,High,Email
98489,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Web Portal
98490,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Phone
98491,Extremely disappointed with the unannounced price hike.,Complaint,High,Chat
98492,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Phone
98493,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,High,Web Portal
98494,Please help - Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Chat
98495,Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
98496,"Hi team, Application crashes whenever I try to exporting reports.",Technical Support,Low,Email
98497,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Phone
98498,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,High,Email
98499,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
98500,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
98501,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,High,Chat
98502,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
98503,Please help - API webhook integration is failing to sync payload data.,Technical Support,Medium,Email
